dataset,recording,subject,session,trial,story,n_events,source_events,audio_candidates,audio_path,labels_match,offset_s,max_residual_s,status,physical_audio_sync
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,17,s1201a-ex01,437,437,2,UNKNOWN,True,745.584401725,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,18,s2202b-ex02,444,444,2,UNKNOWN,True,788.951963447,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,19,s0703b-ex01,419,419,2,UNKNOWN,True,855.524725854,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,20,s2102a-ex02,373,373,2,UNKNOWN,True,904.530053568,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,21,s4003b-ex01,305,305,2,UNKNOWN,True,948.848739966,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,22,s3301a-ex01,255,255,2,UNKNOWN,True,988.4020882660001,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,23,s1501a-ex01,404,404,2,UNKNOWN,True,1027.26169699,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,24,s3301a-ex02,406,406,2,UNKNOWN,True,1080.91690957,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,25,s1303a-ex02,211,211,2,UNKNOWN,True,1129.21781342,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,26,s1001a-ex01,541,541,2,UNKNOWN,True,1170.37300262,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,27,s3201a-ex01,1105,1105,2,UNKNOWN,True,1219.94953221,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,28,s3703b-ex01,408,408,2,UNKNOWN,True,1314.67540414,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,29,s1401a-ex02,434,434,2,UNKNOWN,True,1365.15557882,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,30,s3903b-ex02,325,325,2,UNKNOWN,True,1421.7627924,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,31,pleasePressSpace,31,31,2,UNKNOWN,True,1472.7435947000013,5.6843418860808015e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,32,catalan-m02,451,451,3,UNKNOWN,True,1524.75321667,5.229594535194337e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,33,pleasePressSpace,31,31,2,UNKNOWN,True,1548.8909416600013,5.6843418860808015e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,34,catalan-f02,437,437,3,UNKNOWN,True,1592.9007238300007,5.6843418860808015e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,35,s3902a-ex01,312,312,2,UNKNOWN,True,1606.9631847800001,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,36,s2102a-ex03,346,346,2,UNKNOWN,True,1651.70496168,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,37,s1604a-ex01,539,539,2,UNKNOWN,True,1703.35101982,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,38,s0202b-ex01,671,671,2,UNKNOWN,True,1760.5041715,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,39,s3102b-ex01,159,159,2,UNKNOWN,True,1828.76835415,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,40,s2801a-ex01,743,743,2,UNKNOWN,True,1858.33054876,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,41,s3802a-ex01,362,362,2,UNKNOWN,True,1928.51665751,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,42,s0702a-ex01,370,370,2,UNKNOWN,True,1975.49126138,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,43,s1401b-ex01,664,664,2,UNKNOWN,True,2029.77595648,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,44,s0802b-ex01,328,328,2,UNKNOWN,True,2091.6347221,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,45,s1703b-ex01,431,431,2,UNKNOWN,True,2133.25591017,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,46,s0203b-ex01,505,505,2,UNKNOWN,True,2195.59221075,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,47,s1202b-ex01,417,417,2,UNKNOWN,True,2249.15491276,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,48,s1503a-ex01,430,430,2,UNKNOWN,True,2300.12855931,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,49,pleasePressSpace,31,31,2,UNKNOWN,True,2325.4792135300013,6.366462912410498e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,50,catalan-m03,488,488,3,UNKNOWN,True,2376.4885197199997,5.4569682106375694e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,51,s1103a-ex01,443,443,2,UNKNOWN,True,2388.45704755,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD012_ses-02_task-PassiveListen,sub-SD012,ses-02,52,s3003a-ex01,371,371,2,UNKNOWN,True,2450.98091087,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,0,welcome,20,20,2,UNKNOWN,True,259.7209999999999,5.684341886080801e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,1,instructions1,377,377,2,UNKNOWN,True,268.6379999999999,5.684341886080801e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,2,instructions3,70,70,2,UNKNOWN,True,329.944,5.115907697472721e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,3,s2102a-ex01,295,295,2,UNKNOWN,True,337.56199999999995,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,4,s3001b-ex01,485,485,2,UNKNOWN,True,394.495,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,5,s4002b-ex01,390,390,2,UNKNOWN,True,464.155,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,6,s1303a-ex01,311,311,2,UNKNOWN,True,510.88100000000003,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,7,s1401a-ex01,415,415,2,UNKNOWN,True,583.139,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,8,s3602b-ex01,318,318,2,UNKNOWN,True,628.184,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,9,s2301a-ex01,206,206,2,UNKNOWN,True,675.08,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,10,s1901b-ex01,406,406,2,UNKNOWN,True,707.033,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,11,catalan-m01,468,468,3,UNKNOWN,True,755.056,5.684341886080801e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,12,s1201a-ex01,437,437,2,UNKNOWN,True,930.04,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,13,s0703b-ex01,419,419,2,UNKNOWN,True,973.599,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,14,s4003b-ex01,305,305,2,UNKNOWN,True,1022.548,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,15,catalan-f01,428,428,3,UNKNOWN,True,1057.7529999999997,5.4569682106375694e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,16,s2102a-ex02,373,373,2,UNKNOWN,True,1116.353,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,17,s3301a-ex01,255,255,2,UNKNOWN,True,1168.365,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,18,s2202b-ex02,444,444,2,UNKNOWN,True,1203.2930000000001,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,19,s3602b-ex02,288,288,2,UNKNOWN,True,1269.981,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD013_ses-01_task-PassiveListen,sub-SD013,ses-01,20,s3903b-ex01,301,301,2,UNKNOWN,True,1310.564,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD015_ses-01_task-PassiveListen,sub-SD015,ses-01,0,welcome,20,20,2,UNKNOWN,True,109.01219039499988,5.968558980384842e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD015_ses-01_task-PassiveListen,sub-SD015,ses-01,1,instructions1,377,377,2,UNKNOWN,True,118.21048807299995,5.542233338928781e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD015_ses-01_task-PassiveListen,sub-SD015,ses-01,2,pleasePressSpace,31,31,2,UNKNOWN,True,175.150396838,4.831690603168681e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD015_ses-01_task-PassiveListen,sub-SD015,ses-01,3,instructions3,70,70,2,UNKNOWN,True,217.61827818400002,4.831690603168681e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD015_ses-01_task-PassiveListen,sub-SD015,ses-01,4,s1401a-ex01,415,415,2,UNKNOWN,True,344.32028952,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD015_ses-01_task-PassiveListen,sub-SD015,ses-01,5,s3001b-ex01,485,485,2,UNKNOWN,True,420.2851334865,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD015_ses-01_task-PassiveListen,sub-SD015,ses-01,6,s4002b-ex01,390,390,2,UNKNOWN,True,485.67504601999997,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD015_ses-01_task-PassiveListen,sub-SD015,ses-01,7,s2102a-ex01,295,295,2,UNKNOWN,True,540.409577511,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD015_ses-01_task-PassiveListen,sub-SD015,ses-01,8,pleasePressSpace,31,31,2,UNKNOWN,True,601.924899305,5.684341886080801e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD015_ses-01_task-PassiveListen,sub-SD015,ses-01,9,catalan-m01,468,468,3,UNKNOWN,True,605.942147358,5.684341886080801e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD015_ses-01_task-PassiveListen,sub-SD015,ses-01,10,s2301a-ex01,206,206,2,UNKNOWN,True,634.85553638,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,0,welcome,20,20,2,UNKNOWN,True,17.67527870049999,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,1,instructions1,377,377,2,UNKNOWN,True,21.3375371545,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,2,pleasePressSpace,31,31,2,UNKNOWN,True,73.55733359089999,7.105427357601002e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,3,instructions3,70,70,2,UNKNOWN,True,79.7688460416,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,4,s2102a-ex01,295,295,2,UNKNOWN,True,87.42611121249999,2.842170943040401e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,5,s3001b-ex01,485,485,2,UNKNOWN,True,131.516411612,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,6,s1303a-ex01,311,311,2,UNKNOWN,True,189.84907096400002,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,7,s3602b-ex01,318,318,2,UNKNOWN,True,234.69818050699993,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,8,s1401a-ex01,415,415,2,UNKNOWN,True,279.176657321,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,9,s4002b-ex01,390,390,2,UNKNOWN,True,326.730402053,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,10,s1901b-ex01,406,406,2,UNKNOWN,True,371.849001727,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,11,pleasePressSpace,31,31,2,UNKNOWN,True,418.371706807,5.115907697472721e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,12,catalan-m01,468,468,3,UNKNOWN,True,422.385985082,5.684341886080801e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,13,s2301a-ex01,206,206,2,UNKNOWN,True,472.263704064,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,14,s3602b-ex02,288,288,2,UNKNOWN,True,523.079466119,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,15,s3301a-ex01,255,255,2,UNKNOWN,True,562.96776849,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,16,pleasePressSpace,31,31,2,UNKNOWN,True,595.396538835,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,17,catalan-f01,428,428,3,UNKNOWN,True,599.410633159,5.684341886080801e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,18,s3903b-ex01,301,301,2,UNKNOWN,True,649.447873792,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,19,s2102a-ex02,373,373,2,UNKNOWN,True,683.674264408,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,20,s0703b-ex01,419,419,2,UNKNOWN,True,726.763760527,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,21,s4003b-ex01,305,305,2,UNKNOWN,True,773.224537041,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,22,s2202b-ex02,444,444,2,UNKNOWN,True,807.4844971640001,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD017_ses-01_task-PassiveListen,sub-SD017,ses-01,23,s1201a-ex01,437,437,2,UNKNOWN,True,872.009885137,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,0,welcome,20,20,2,UNKNOWN,True,63.5189586785,4.973799150320701e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,1,instructions1,377,377,2,UNKNOWN,True,67.8529590081,4.973799150320701e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,2,pleasePressSpace,31,31,2,UNKNOWN,True,120.08729798800002,4.689582056016661e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,3,instructions3,70,70,2,UNKNOWN,True,124.55639418400003,4.831690603168681e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,4,s2301a-ex01,206,206,2,UNKNOWN,True,132.756749569,2.842170943040401e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,5,s2102a-ex01,295,295,2,UNKNOWN,True,178.12262800899998,2.842170943040401e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,6,s3602b-ex01,318,318,2,UNKNOWN,True,217.81962971999994,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,7,s3001b-ex01,485,485,2,UNKNOWN,True,266.22358341,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,8,s4002b-ex01,390,390,2,UNKNOWN,True,327.708443524,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,9,pleasePressSpace,31,31,2,UNKNOWN,True,372.887450515,5.115907697472721e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,10,catalan-m01,468,468,3,UNKNOWN,True,376.90233861699994,5.684341886080801e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,11,s1901b-ex01,406,406,2,UNKNOWN,True,432.28335324,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,12,s1401a-ex01,415,415,2,UNKNOWN,True,760.940380142,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,13,s1303a-ex01,311,311,2,UNKNOWN,True,805.4839247689999,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,14,pleasePressSpace,31,31,2,UNKNOWN,True,876.1641449489999,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,15,catalan-f01,428,428,3,UNKNOWN,True,880.17798989,5.684341886080801e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,16,s3301a-ex01,255,255,2,UNKNOWN,True,959.610231307,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,17,s3903b-ex01,301,301,2,UNKNOWN,True,994.106438447,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,18,s2202b-ex02,444,444,2,UNKNOWN,True,1029.05550674,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,19,s4003b-ex01,305,305,2,UNKNOWN,True,1096.76305989,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,20,s1201a-ex01,437,437,2,UNKNOWN,True,1134.57179837,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,21,s3602b-ex02,288,288,2,UNKNOWN,True,1177.18243335,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,22,s2102a-ex02,373,373,2,UNKNOWN,True,1223.99737332,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD018_ses-01_task-PassiveListen,sub-SD018,ses-01,23,s0703b-ex01,419,419,2,UNKNOWN,True,1267.85327377,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,0,welcome,20,20,2,UNKNOWN,True,11.95887751419999,5.5067062021407764e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,1,instructions1,377,377,2,UNKNOWN,True,16.084375238699998,6.039613253960852e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,2,pleasePressSpace,31,31,2,UNKNOWN,True,68.01515024159998,7.105427357601002e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,3,instructions3,70,70,2,UNKNOWN,True,72.6762297899,7.105427357601002e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,4,s3602b-ex01,318,318,2,UNKNOWN,True,79.95142592239998,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,5,s1303a-ex01,311,311,2,UNKNOWN,True,124.964789018,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,6,s1401a-ex01,415,415,2,UNKNOWN,True,169.924127179,2.842170943040401e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,7,s2102a-ex01,295,295,2,UNKNOWN,True,213.522689849,2.842170943040401e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,8,s4002b-ex01,390,390,2,UNKNOWN,True,250.675231083,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,9,pleasePressSpace,31,31,2,UNKNOWN,True,292.3828321109999,5.115907697472721e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,10,catalan-m01,468,468,3,UNKNOWN,True,296.39739600499996,6.252776074688882e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,11,s2301a-ex01,206,206,2,UNKNOWN,True,352.497905884,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,12,s3001b-ex01,485,485,2,UNKNOWN,True,382.182954388,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,13,s1901b-ex01,406,406,2,UNKNOWN,True,440.053614364,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,14,s0703b-ex01,419,419,2,UNKNOWN,True,770.304242931,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,15,s3903b-ex01,301,301,2,UNKNOWN,True,817.602572059,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,16,s1201a-ex01,437,437,2,UNKNOWN,True,850.787052227,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,17,s4003b-ex01,305,305,2,UNKNOWN,True,892.801701965,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
