dataset,recording,subject,session,trial,story,n_events,source_events,audio_candidates,audio_path,labels_match,offset_s,max_residual_s,status,physical_audio_sync
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,18,s3602b-ex02,288,288,2,UNKNOWN,True,926.086469993,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,19,s3301a-ex01,255,255,2,UNKNOWN,True,965.5215521570001,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,20,s2102a-ex02,373,373,2,UNKNOWN,True,999.9244235470001,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,21,pleasePressSpace,31,31,2,UNKNOWN,True,1042.5103602100012,5.6843418860808015e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,22,catalan-f01,428,428,3,UNKNOWN,True,1046.5244706099998,5.4569682106375694e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,23,s2202b-ex02,444,444,2,UNKNOWN,True,1098.10357754,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,24,s3301a-ex02,406,406,2,UNKNOWN,True,1171.13727985,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,25,s3903b-ex02,325,325,2,UNKNOWN,True,1215.04333349,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,26,pleasePressSpace,31,31,2,UNKNOWN,True,1256.3013842600012,5.6843418860808015e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,27,catalan-m02,451,451,3,UNKNOWN,True,1260.3172986699997,5.4569682106375694e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,28,s1401a-ex02,434,434,2,UNKNOWN,True,1315.05995739,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,29,s3201a-ex01,1105,1105,2,UNKNOWN,True,1358.90848819,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,30,s1303a-ex02,211,211,2,UNKNOWN,True,1445.12325632,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,31,s3703b-ex01,408,408,2,UNKNOWN,True,1486.51524132,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,32,s1501a-ex01,404,404,2,UNKNOWN,True,1536.75776527,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,33,s1001a-ex01,541,541,2,UNKNOWN,True,1587.49277822,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,34,s3902a-ex01,312,312,2,UNKNOWN,True,1640.83051627,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,35,s1604a-ex01,539,539,2,UNKNOWN,True,1682.69380948,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,36,s2801a-ex01,743,743,2,UNKNOWN,True,1736.15164242,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,37,s0702a-ex01,370,370,2,UNKNOWN,True,1807.8266939,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,38,s2102a-ex03,346,346,2,UNKNOWN,True,1845.01440294,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,39,s3802a-ex01,362,362,2,UNKNOWN,True,1895.93907354,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,40,s0202b-ex01,671,671,2,UNKNOWN,True,1939.70359113,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,41,s3102b-ex01,159,159,2,UNKNOWN,True,2003.82721305,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,42,pleasePressSpace,31,31,2,UNKNOWN,True,2031.2629643400012,5.6843418860808015e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,43,catalan-f02,437,437,3,UNKNOWN,True,2035.2768156800005,5.6843418860808015e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,44,s1401b-ex01,664,664,2,UNKNOWN,True,2087.2668723,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,45,s0203b-ex01,505,505,2,UNKNOWN,True,2157.62140722,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,46,s1103a-ex01,443,443,2,UNKNOWN,True,2209.65581724,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,47,s0802b-ex01,328,328,2,UNKNOWN,True,2271.23625808,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,48,s1202b-ex01,417,417,2,UNKNOWN,True,2308.9968115,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,49,s3003a-ex01,371,371,2,UNKNOWN,True,2351.49007617,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,50,pleasePressSpace,31,31,2,UNKNOWN,True,2391.678964030001,5.9117155615240335e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,51,catalan-m03,488,488,3,UNKNOWN,True,2395.6936651199994,5.4569682106375694e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,52,s1703b-ex01,431,431,2,UNKNOWN,True,2449.03115407,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,53,s1503a-ex01,430,430,2,UNKNOWN,True,2509.98470413,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,54,pleasePressSpace,31,31,2,UNKNOWN,True,2539.9936973400013,6.366462912410498e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,55,catalan-f03,515,515,3,UNKNOWN,True,2544.0102911,5.002220859751105e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,56,s1203a-ex01,373,373,2,UNKNOWN,True,2600.89944515,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,57,s1503a-ex02,328,328,2,UNKNOWN,True,2646.45686005,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,58,s0901b-ex01,311,311,2,UNKNOWN,True,2681.90708836,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,59,s3801a-ex01,350,350,2,UNKNOWN,True,2726.75450063,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,60,s3003a-ex02,504,504,2,UNKNOWN,True,2772.53243139,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,61,s0305a-ex01,377,377,2,UNKNOWN,True,2823.58914867,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,62,s1702b-ex01,369,369,2,UNKNOWN,True,2875.39753269,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD019_ses-01_task-PassiveListen,sub-SD019,ses-01,63,s2302b-ex01,316,316,2,UNKNOWN,True,2924.16408653,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,0,welcome,20,20,2,UNKNOWN,True,116.85420290899988,5.968558980384842e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,1,instructions1,377,377,2,UNKNOWN,True,122.14825515099997,5.542233338928781e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,2,pleasePressSpace,31,31,2,UNKNOWN,True,176.832009602,5.115907697472721e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,3,instructions3,70,70,2,UNKNOWN,True,183.71607457500002,4.831690603168681e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,4,s2102a-ex01,295,295,2,UNKNOWN,True,191.58410735799998,2.842170943040401e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,5,s3602b-ex01,318,318,2,UNKNOWN,True,237.47397627499996,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,6,s2301a-ex01,206,206,2,UNKNOWN,True,295.087282959,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,7,s3001b-ex01,485,485,2,UNKNOWN,True,331.588499981,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,8,s1303a-ex01,311,311,2,UNKNOWN,True,395.746305821,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,9,s1401a-ex01,415,415,2,UNKNOWN,True,445.473798455,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,10,s4002b-ex01,390,390,2,UNKNOWN,True,496.193565612,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,11,pleasePressSpace,31,31,2,UNKNOWN,True,544.82744197,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,12,catalan-m01,468,468,3,UNKNOWN,True,548.842531916,5.684341886080801e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,13,s1901b-ex01,406,406,2,UNKNOWN,True,610.001211273,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,14,s2102a-ex02,373,373,2,UNKNOWN,True,673.361616816,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,15,s0703b-ex01,419,419,2,UNKNOWN,True,721.874616735,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,16,s3301a-ex01,255,255,2,UNKNOWN,True,773.248565749,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,17,s1201a-ex01,437,437,2,UNKNOWN,True,810.016878625,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,18,s2202b-ex02,444,444,2,UNKNOWN,True,856.6279418600001,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,19,s3602b-ex02,288,288,2,UNKNOWN,True,927.827554641,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,20,s4003b-ex01,305,305,2,UNKNOWN,True,975.807766763,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,21,s3903b-ex01,301,301,2,UNKNOWN,True,1014.44781701,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,22,pleasePressSpace,31,31,2,UNKNOWN,True,1053.4204109600012,5.6843418860808015e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,23,catalan-f01,428,428,3,UNKNOWN,True,1057.4357678999997,5.229594535194337e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,24,s3201a-ex01,1105,1105,2,UNKNOWN,True,1119.7382569000001,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,25,s1501a-ex01,404,404,2,UNKNOWN,True,1210.34040765,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,26,s3903b-ex02,325,325,2,UNKNOWN,True,1270.20875341,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,27,s3301a-ex02,406,406,2,UNKNOWN,True,1317.34557313,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,28,s1303a-ex02,211,211,2,UNKNOWN,True,1367.32912705,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,29,pleasePressSpace,31,31,2,UNKNOWN,True,1413.7878812900012,5.6843418860808015e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,30,catalan-m02,451,451,3,UNKNOWN,True,1417.8030964199997,5.4569682106375694e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,31,s1401a-ex02,434,434,2,UNKNOWN,True,1481.90554291,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,32,s1001a-ex01,541,541,2,UNKNOWN,True,1531.395115,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,33,s3703b-ex01,408,408,2,UNKNOWN,True,1586.24056128,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,34,s3802a-ex01,362,362,2,UNKNOWN,True,1647.79198623,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,35,pleasePressSpace,31,31,2,UNKNOWN,True,1696.4278868300012,5.6843418860808015e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,36,catalan-f02,437,437,3,UNKNOWN,True,1700.4416722500007,5.6843418860808015e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,37,s2801a-ex01,743,743,2,UNKNOWN,True,1755.51040364,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,38,s0202b-ex01,671,671,2,UNKNOWN,True,1827.51004979,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,39,s3102b-ex01,159,159,2,UNKNOWN,True,1906.97736444,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,40,s3902a-ex01,312,312,2,UNKNOWN,True,1940.60866624,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,41,s2102a-ex03,346,346,2,UNKNOWN,True,1986.91544106,2.2737367544323206e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,42,s1604a-ex01,539,539,2,UNKNOWN,True,2051.33214565,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,43,s0702a-ex01,370,370,2,UNKNOWN,True,2113.55400922,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,44,s1703b-ex01,431,431,2,UNKNOWN,True,2161.3957389,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,45,s0802b-ex01,328,328,2,UNKNOWN,True,2236.40221121,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,46,s1401b-ex01,664,664,2,UNKNOWN,True,2280.46805864,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,47,s3003a-ex01,371,371,2,UNKNOWN,True,2348.48190563,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,48,s1202b-ex01,417,417,2,UNKNOWN,True,2396.53086677,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,49,s1503a-ex01,430,430,2,UNKNOWN,True,2446.23673763,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,50,s1103a-ex01,443,443,2,UNKNOWN,True,2475.50924091,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,51,s0203b-ex01,505,505,2,UNKNOWN,True,2549.23557413,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,52,pleasePressSpace,31,31,2,UNKNOWN,True,2606.9399296800016,6.366462912410498e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,53,catalan-m03,488,488,3,UNKNOWN,True,2610.9557771599993,5.4569682106375694e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,54,s0305a-ex01,377,377,2,UNKNOWN,True,2675.6176408,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,55,s2302b-ex01,316,316,2,UNKNOWN,True,2733.5713576900002,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,56,s3801a-ex01,350,350,2,UNKNOWN,True,2782.22516015,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,57,s1503a-ex02,328,328,2,UNKNOWN,True,2832.1362803800002,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,58,pleasePressSpace,31,31,2,UNKNOWN,True,2874.298946390001,5.9117155615240335e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,59,catalan-f03,515,515,3,UNKNOWN,True,2878.31567172,5.002220859751105e-12,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,60,s1702b-ex01,369,369,2,UNKNOWN,True,2941.68264282,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,61,s3003a-ex02,504,504,2,UNKNOWN,True,2996.83578675,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,62,s0901b-ex01,311,311,2,UNKNOWN,True,3053.77696067,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD021_ses-01_task-PassiveListen,sub-SD021,ses-01,63,s1203a-ex01,373,373,2,UNKNOWN,True,3106.16120078,4.547473508864641e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,0,welcome,20,20,2,UNKNOWN,True,69.6771880627,7.105427357601002e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,1,instructions1,377,377,2,UNKNOWN,True,79.2117522079,5.258016244624741e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,2,pleasePressSpace,31,31,2,UNKNOWN,True,132.24617583399998,4.831690603168681e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,3,instructions3,70,70,2,UNKNOWN,True,137.94667219900003,4.831690603168681e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,4,pleasePressSpace,31,31,2,UNKNOWN,True,145.96764021799999,4.831690603168681e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,5,catalan-m01,468,468,3,UNKNOWN,True,149.98051305299998,5.115907697472721e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,6,s2102a-ex01,295,295,2,UNKNOWN,True,214.25556967,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,7,s4002b-ex01,390,390,2,UNKNOWN,True,263.391628531,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,8,s1303a-ex01,311,311,2,UNKNOWN,True,308.67148630500003,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,9,s2301a-ex01,206,206,2,UNKNOWN,True,360.205934458,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,10,s3001b-ex01,485,485,2,UNKNOWN,True,392.258324613,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,11,s3602b-ex01,318,318,2,UNKNOWN,True,452.4651655469999,1.7053025658242404e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,12,s1401a-ex01,415,415,2,UNKNOWN,True,500.448643555,5.684341886080802e-14,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,13,s1901b-ex01,406,406,2,UNKNOWN,True,545.215035503,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,14,s3602b-ex02,288,288,2,UNKNOWN,True,606.90520013,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,15,s2102a-ex02,373,373,2,UNKNOWN,True,651.393734275,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,16,s2202b-ex02,444,444,2,UNKNOWN,True,696.3084071870001,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,17,s1201a-ex01,437,437,2,UNKNOWN,True,763.298877686,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,18,s0703b-ex01,419,419,2,UNKNOWN,True,808.738010647,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,19,s3903b-ex01,301,301,2,UNKNOWN,True,856.736948833,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,20,s4003b-ex01,305,305,2,UNKNOWN,True,897.551685515,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,21,s3301a-ex01,255,255,2,UNKNOWN,True,934.735985893,1.1368683772161603e-13,HOLD,UNKNOWN: metadata alignment only
ds004703,sub-SD022_ses-01_task-PassiveListen,sub-SD022,ses-01,22,pleasePressSpace,31,31,2,UNKNOWN,True,972.2495942830001,5.684341886080801e-13,HOLD,UNKNOWN: metadata alignment only
