recording,channel,source_channel_index,sample_rate_hz,sample_offset,time_scale,transformation
sub-SD018_ses-01_task-PassiveListen,RPC5,121,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RPC6,122,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RPC7,123,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RPC8,124,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RPC9,125,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RPC10,126,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RPC11,127,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RPC12,128,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RPC13,129,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RPC14,130,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHT1,131,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHT2,132,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHT3,133,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHT4,134,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHT5,135,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHT6,136,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHT7,137,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHT8,138,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHT9,139,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHT10,140,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHT11,141,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHT12,142,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHT13,143,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHT14,144,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG1,145,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG2,146,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG3,147,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG4,148,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG5,149,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG6,150,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG7,151,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG8,152,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG9,153,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG10,154,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG11,155,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG12,156,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG13,157,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG14,158,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG15,159,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHBMTG16,160,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG1,161,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG2,162,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG3,163,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG4,164,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG5,165,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG6,166,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG7,167,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG8,168,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG9,169,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG10,170,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG11,171,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG12,172,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG13,173,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG14,174,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG15,175,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RHHSTG16,176,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RA1,177,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RA2,178,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RA3,179,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RA4,180,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RA5,181,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RA6,182,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RA7,183,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RA8,184,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RA9,185,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RA10,186,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RA11,187,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RA12,188,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RA13,189,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD018_ses-01_task-PassiveListen,RA14,190,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP1,2,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP2,3,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP3,4,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP4,5,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP5,6,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP6,7,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP7,8,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP8,9,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP9,10,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP10,11,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP11,12,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP12,13,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP13,14,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP14,15,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP15,16,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIP16,17,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM1,18,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM2,19,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM3,20,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM4,21,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM5,22,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM6,23,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM7,24,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM8,25,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM9,26,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM10,27,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM11,28,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM12,29,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM13,30,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM14,31,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM15,32,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIM16,33,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA1,34,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA2,35,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA3,36,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA4,37,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA5,38,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA6,39,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA7,40,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA8,41,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA9,42,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA10,43,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA11,44,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA12,45,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA13,46,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA14,47,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA15,48,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LIA16,49,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LPC1,50,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LPC2,51,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LPC3,52,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LPC4,53,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LPC5,54,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LPC6,55,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LPC7,56,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LPC8,57,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LPC9,58,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LPC10,59,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LPC11,60,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LPC12,61,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LPC13,62,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LPC14,63,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP1,66,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP2,67,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP3,68,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP4,69,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP5,70,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP6,71,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP7,72,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP8,73,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP9,74,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP10,75,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP11,76,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP12,77,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP13,78,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP14,79,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP15,80,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIP16,81,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA1,82,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA2,83,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA3,84,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA4,85,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA5,86,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA6,87,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA7,88,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA8,89,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA9,90,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA10,91,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA11,92,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA12,93,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA13,94,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA14,95,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA15,96,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RIA16,97,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC1,98,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC2,99,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC3,100,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC4,101,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC5,102,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC6,103,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC7,104,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC8,105,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC9,106,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC10,107,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC11,108,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC12,109,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC13,110,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC14,111,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC15,112,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,RPC16,113,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF1,114,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF2,115,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF3,116,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF4,117,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF5,118,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF6,119,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF7,120,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF8,121,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF9,122,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF10,123,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF11,124,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF12,125,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF13,126,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF14,127,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF15,128,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LOF16,129,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHB1,130,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHB2,131,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHB3,132,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHB4,133,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHB5,134,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHB6,135,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHB7,136,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHB8,137,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHB9,138,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHB10,139,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHB11,140,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHB12,141,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHB13,142,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHB14,143,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH1,144,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH2,145,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH3,146,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH4,147,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH5,148,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH6,149,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH7,150,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH8,151,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH9,152,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH10,153,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH11,154,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH12,155,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH13,156,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH14,157,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH15,158,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LHH16,159,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA1,160,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA2,161,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA3,162,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA4,163,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA5,164,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA6,165,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA7,166,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA8,167,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA9,168,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA10,169,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA11,170,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA12,171,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA13,172,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA14,173,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA15,174,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,LA16,175,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,ROF1,176,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,ROF2,177,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,ROF3,178,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,ROF4,179,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,ROF5,180,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,ROF6,181,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,ROF7,182,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,ROF8,183,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,ROF9,184,1024.0,0,1,CHANNEL_SELECTION_ONLY
sub-SD019_ses-01_task-PassiveListen,ROF10,185,1024.0,0,1,CHANNEL_SELECTION_ONLY
