dataset,subject,session,recording,trial,story,block,audio_path,n_events,labels_match,offset_s,offset_spread_s,audio_duration_s,template_margin_s,eligible,reason,physical_sync,split
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,16,s3301a-ex01,Block 2,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 2/s3301a-ex01_normed.wav,255,True,692.111505529,2.2737367544323206e-13,25.584126984126986,0.6466629841270333,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,17,s4003b-ex01,Block 2,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 2/s4003b-ex01_normed.wav,305,True,726.094995332,1.1368683772161603e-13,25.393945578231293,0.37263357823129084,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,18,s2202b-ex02,Block 2,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 2/s2202b-ex02_normed.wav,444,True,760.4858796450001,2.2737367544323206e-13,54.52736961451247,0.4984836145125513,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,19,s3602b-ex02,Block 2,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 2/s3602b-ex02_normed.wav,288,True,828.40094444,2.2737367544323206e-13,32.8990022675737,0.664101267573713,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,20,s1201a-ex01,Block 2,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 2/s1201a-ex01_normed.wav,437,True,868.834315262,1.1368683772161603e-13,34.556938775510204,0.8936967755101435,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,21,pleasePressSpace,NOT_APPLICABLE,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/pleasePressSpace_normed.wav,31,True,916.260437356,9.094947017729282e-13,3.44312925170068,0.520682459428583,False,CONTROL_NOT_PASSAGE,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,22,catalan-f01,Block 2,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 2/catalan-f01_normed.wav,428,True,963.267082364,9.890754881780595e-12,3.44312925170068,-43.07952875085857,False,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,23,s1303a-ex02,Block 3,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s1303a-ex02_normed.wav,211,True,976.935625,1.1368683772161603e-13,29.345056689342403,0.4735216893423697,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,24,s3301a-ex02,Block 3,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s3301a-ex02_normed.wav,406,True,1024.94599248,2.2737367544323206e-13,37.23800453514739,0.3500265351473786,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,25,s1501a-ex01,Block 3,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s1501a-ex01_normed.wav,404,True,1071.7951639,2.2737367544323206e-13,43.13843537414966,0.39443137414964013,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,26,s1401a-ex02,Block 3,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s1401a-ex02_normed.wav,434,True,1123.63462343,2.2737367544323206e-13,36.582426303854874,0.3221763038548602,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,27,s3903b-ex02,Block 3,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s3903b-ex02_normed.wav,325,True,1169.92103889,2.2737367544323206e-13,32.93675736961451,0.28081636961452006,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,28,s3201a-ex01,Block 3,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s3201a-ex01_normed.wav,1105,True,1212.79536676,2.2737367544323206e-13,77.08981859410432,0.9081175941043398,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,29,pleasePressSpace,NOT_APPLICABLE,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/pleasePressSpace_normed.wav,31,True,1303.4609030600013,9.322320693172514e-12,3.44312925170068,0.520682459428583,False,CONTROL_NOT_PASSAGE,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,30,catalan-m02,Block 3,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/catalan-m02_normed.wav,451,True,1355.4689989899998,1.0231815394945443e-11,3.44312925170068,-47.25691404060684,False,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,31,s1001a-ex01,Block 3,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s1001a-ex01_normed.wav,541,True,1361.52290866,2.2737367544323206e-13,41.67131519274376,0.40497619274376007,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,32,s3703b-ex01,Block 3,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 3/s3703b-ex01_normed.wav,408,True,1410.30634077,2.2737367544323206e-13,35.371746031746035,0.9439180317460227,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,33,s2801a-ex01,Block 4,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s2801a-ex01_normed.wav,743,True,1464.03013235,2.2737367544323206e-13,60.9278231292517,0.5329001292516864,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,34,s1604a-ex01,Block 4,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s1604a-ex01_normed.wav,539,True,1534.83638983,2.2737367544323206e-13,46.363628117913834,0.047940117913832125,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,35,s0702a-ex01,Block 4,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s0702a-ex01_normed.wav,370,True,1591.840622,2.2737367544323206e-13,30.462244897959184,2.1873908979591796,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,36,s3902a-ex01,Block 4,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s3902a-ex01_normed.wav,312,True,1630.19251413,2.2737367544323206e-13,31.55362811791383,0.3343071179138697,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,37,s3802a-ex01,Block 4,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s3802a-ex01_normed.wav,362,True,1672.62525517,2.2737367544323206e-13,34.67619047619048,0.7401804761904316,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,38,s2102a-ex03,Block 4,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s2102a-ex03_normed.wav,346,True,1792.25906972,2.2737367544323206e-13,45.27312925170068,0.9800462517006494,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,39,pleasePressSpace,NOT_APPLICABLE,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/pleasePressSpace_normed.wav,31,True,1844.7558495400012,9.322320693172514e-12,3.44312925170068,0.520682459428583,False,CONTROL_NOT_PASSAGE,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,40,catalan-f02,Block 4,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/catalan-f02_normed.wav,437,True,1888.7611649900007,1.000444171950221e-11,3.44312925170068,-39.73895634758179,False,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,41,s0202b-ex01,Block 4,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s0202b-ex01_normed.wav,671,True,1895.57525474,4.547473508864641e-13,56.91793650793651,0.2629365079365158,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,42,s3102b-ex01,Block 4,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 4/s3102b-ex01_normed.wav,159,True,1963.16335008,2.2737367544323206e-13,20.8018820861678,0.9805520861678012,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,43,s1202b-ex01,Block 5,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1202b-ex01_normed.wav,417,True,2000.69617375,2.2737367544323206e-13,34.4781179138322,0.16977691383220161,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,44,s1103a-ex01,Block 5,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1103a-ex01_normed.wav,443,True,2049.01446015,4.547473508864641e-13,54.69269841269841,0.4898664126984329,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,45,s1703b-ex01,Block 5,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1703b-ex01_normed.wav,431,True,2113.44675511,4.547473508864641e-13,53.5008843537415,0.33788435374150794,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,46,s0203b-ex01,Block 5,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s0203b-ex01_normed.wav,505,True,2177.52410383,4.547473508864641e-13,42.95142857142857,1.0583105714285495,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,47,s1401b-ex01,Block 5,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1401b-ex01_normed.wav,664,True,2229.70005794,4.547473508864641e-13,54.43687074829932,0.35779874829931657,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,48,pleasePressSpace,NOT_APPLICABLE,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/pleasePressSpace_normed.wav,31,True,2291.7801232800016,1.000444171950221e-11,3.44312925170068,0.520682459428583,False,CONTROL_NOT_PASSAGE,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,49,catalan-m03,Block 5,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/catalan-m03_normed.wav,488,True,2342.7879575899997,1.0459189070388675e-11,3.44312925170068,-46.8372365903996,False,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,50,s3003a-ex01,Block 5,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s3003a-ex01_normed.wav,371,True,2348.24071439,9.094947017729282e-13,33.54437641723356,0.4453074172335434,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,51,s1503a-ex01,Block 5,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s1503a-ex01_normed.wav,430,True,2390.82839916,4.547473508864641e-13,16.85562358276644,0.40436658276643556,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,52,s0802b-ex01,Block 5,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 5/s0802b-ex01_normed.wav,328,True,2415.8868899999998,4.547473508864641e-13,29.993242630385488,0.7251516303854757,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,53,s1702b-ex01,Block 6,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s1702b-ex01_normed.wav,369,True,2470.58444646,4.547473508864641e-13,41.42324263038549,0.31924263038549583,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,54,s0901b-ex01,Block 6,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s0901b-ex01_normed.wav,311,True,2522.67306172,4.547473508864641e-13,36.376122448979594,0.32149144897960014,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,55,s2302b-ex01,Block 6,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s2302b-ex01_normed.wav,316,True,2571.15185002,4.547473508864641e-13,35.123492063492066,0.5518300634920834,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,56,s3801a-ex01,Block 6,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s3801a-ex01_normed.wav,350,True,2618.57650944,4.547473508864641e-13,33.10163265306122,0.19907065306120586,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,57,s0305a-ex01,Block 6,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s0305a-ex01_normed.wav,377,True,2664.72299803,4.547473508864641e-13,43.50736961451247,0.25795861451247504,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,58,s1503a-ex02,Block 6,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s1503a-ex02_normed.wav,328,True,2717.59775819,4.547473508864641e-13,27.614240362811792,0.9612693628117199,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,59,s1203a-ex01,Block 6,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s1203a-ex01_normed.wav,373,True,2752.79941422,4.547473508864641e-13,34.05850340136055,0.38901540136053825,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,60,pleasePressSpace,NOT_APPLICABLE,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/pleasePressSpace_normed.wav,31,True,2798.1484944300014,9.549694368615746e-12,3.44312925170068,0.520682459428583,False,CONTROL_NOT_PASSAGE,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,61,catalan-f03,Block 6,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/catalan-f03_normed.wav,515,True,2853.15562103,1.000444171950221e-11,3.44312925170068,-50.092914985447536,False,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD011,ses-01,sub-SD011_ses-01_task-PassiveListen,62,s3003a-ex02,Block 6,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 6/s3003a-ex02_normed.wav,504,True,2859.32988432,4.547473508864641e-13,44.58725623582767,0.12463223582766858,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-01,sub-SD012_ses-01_task-PassiveListen,0,welcome,NOT_APPLICABLE,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/welcome_normed.wav,20,True,54.34188499089999,9.237055564881302e-14,1.9793197278911565,0.21420958380994382,False,CONTROL_NOT_PASSAGE,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-01,sub-SD012_ses-01_task-PassiveListen,1,instructions1,NOT_APPLICABLE,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/instructions1_normed.wav,377,True,60.99510891,1.1368683772161603e-13,35.22081632653061,0.23920634694577103,False,CONTROL_NOT_PASSAGE,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-01,sub-SD012_ses-01_task-PassiveListen,2,instructions3,NOT_APPLICABLE,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/instructions3_normed.wav,70,True,143.50711768000002,9.379164112033322e-13,6.248140589569161,0.3916587466441728,False,CONTROL_NOT_PASSAGE,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-01,sub-SD012_ses-01_task-PassiveListen,3,s1401a-ex01,Block 1,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 1/s1401a-ex01_normed.wav,415,True,151.471103377,5.684341886080802e-14,35.284126984126985,0.41837598412700316,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-01,sub-SD012_ses-01_task-PassiveListen,4,pleasePressSpace,NOT_APPLICABLE,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/pleasePressSpace_normed.wav,31,True,204.74782093099995,9.947598300641403e-13,3.44312925170068,0.520682459428583,False,CONTROL_NOT_PASSAGE,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-01,sub-SD012_ses-01_task-PassiveListen,5,catalan-m01,Block 1,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 1/catalan-m01_normed.wav,468,True,251.75759953399995,1.0231815394945443e-12,3.44312925170068,-43.204500066898774,False,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-01,sub-SD012_ses-01_task-PassiveListen,6,s3602b-ex01,Block 1,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 1/s3602b-ex01_normed.wav,318,True,267.99408822999993,2.2737367544323206e-13,35.60836734693878,0.602507346938701,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,0,welcome,NOT_APPLICABLE,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/welcome_normed.wav,20,True,47.953333890299994,9.237055564881302e-14,1.9793197278911565,0.21420958380994382,False,CONTROL_NOT_PASSAGE,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,1,instructions1,NOT_APPLICABLE,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/instructions1_normed.wav,377,True,52.541468055799996,1.2079226507921703e-13,35.22081632653061,0.23920634694577103,False,CONTROL_NOT_PASSAGE,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,2,instructions3,NOT_APPLICABLE,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/instructions3_normed.wav,70,True,116.06174431100001,9.237055564881302e-13,6.248140589569161,0.3916587466441728,False,CONTROL_NOT_PASSAGE,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,3,s4002b-ex01,Block 1,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 1/s4002b-ex01_normed.wav,390,True,126.519807944,7.105427357601002e-14,34.63149659863946,0.5188495986394628,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,4,s1401a-ex01,Block 1,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 1/s1401a-ex01_normed.wav,415,True,176.515371631,2.842170943040401e-14,35.284126984126985,0.41837598412700316,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,5,s2301a-ex01,Block 1,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 1/s2301a-ex01_normed.wav,206,True,225.392055464,2.842170943040401e-14,22.537301587301588,0.24223958730159012,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,6,s1303a-ex01,Block 1,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 1/s1303a-ex01_normed.wav,311,True,258.610866821,1.1368683772161603e-13,34.2159410430839,0.5734330430839307,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,7,pleasePressSpace,NOT_APPLICABLE,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/pleasePressSpace_normed.wav,31,True,319.76657211,9.663381206337363e-13,3.44312925170068,0.520682459428583,False,CONTROL_NOT_PASSAGE,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,8,catalan-m01,Block 1,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 1/catalan-m01_normed.wav,468,True,366.77583716799995,1.0800249583553523e-12,3.44312925170068,-43.204500066898774,False,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,9,s2102a-ex01,Block 1,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 1/s2102a-ex01_normed.wav,295,True,386.00297644799997,1.1368683772161603e-13,28.18857142857143,1.2097834285714164,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,10,s3602b-ex01,Block 1,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 1/s3602b-ex01_normed.wav,318,True,424.59412768499993,2.2737367544323206e-13,35.60836734693878,0.602507346938701,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,11,s1901b-ex01,Block 1,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 1/s1901b-ex01_normed.wav,406,True,470.005549735,1.1368683772161603e-13,37.38761904761905,0.442163047619033,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,12,s3001b-ex01,Block 1,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 1/s3001b-ex01_normed.wav,485,True,518.038704047,1.1368683772161603e-13,49.18281179138322,0.34246479138322883,True,,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,13,pleasePressSpace,NOT_APPLICABLE,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/pleasePressSpace_normed.wav,31,True,590.34807991,9.094947017729282e-13,3.44312925170068,0.520682459428583,False,CONTROL_NOT_PASSAGE,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
ds004703,sub-SD012,ses-02,sub-SD012_ses-02_task-PassiveListen,14,catalan-f01,Block 2,/home/fanyu/auditory_simulation_m6a/data/ds004703/v1.1.0/stimuli/excerpts/Block 2/catalan-f01_normed.wav,428,True,637.356608137,1.0231815394945443e-12,3.44312925170068,-43.07952875085857,False,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION,UNKNOWN,UNASSIGNED_S01_REVIEW_REQUIRED
