recording,item,kind,reason
sub-SD011_ses-01_task-PassiveListen,C151,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C152,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C153,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C154,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C155,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C156,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C157,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C158,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C159,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C160,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C161,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C162,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C163,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C164,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C165,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C166,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C167,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C168,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C169,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C170,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C171,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C172,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C173,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C174,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C175,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C176,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C177,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C178,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C179,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C180,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C181,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C182,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C183,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C184,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C185,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C186,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C187,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C188,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C189,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C190,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C191,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C192,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C193,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C194,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C195,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C196,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C197,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C198,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C199,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C200,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C201,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C202,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C203,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C204,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C205,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C206,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C207,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C208,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C209,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C210,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C211,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C212,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C213,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C214,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C215,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C216,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C217,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C218,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C219,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C220,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C221,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C222,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C223,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C224,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C225,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C226,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C227,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C228,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C229,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C230,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C231,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C232,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C233,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C234,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C235,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C236,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C237,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C238,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C239,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C240,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C241,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C242,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C243,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C244,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C245,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C246,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C247,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C248,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C249,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C250,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C251,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C252,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C253,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C254,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C255,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,C256,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC1,channel,NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC2,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC3,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC4,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC5,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC6,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC7,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC8,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC9,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC10,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC11,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC12,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC13,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC14,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC15,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,DC16,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,TRIG,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL;FLAT_EXACT
sub-SD011_ses-01_task-PassiveListen,OSAT,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL;FLAT_EXACT
sub-SD011_ses-01_task-PassiveListen,PR,channel,OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL;FLAT_EXACT
sub-SD011_ses-01_task-PassiveListen,Pleth,channel,NOT_NEURAL_CHANNEL
sub-SD011_ses-01_task-PassiveListen,trial-0:welcome,segment,CONTROL_NOT_PASSAGE
sub-SD011_ses-01_task-PassiveListen,trial-1:instructions1,segment,CONTROL_NOT_PASSAGE
sub-SD011_ses-01_task-PassiveListen,trial-2:instructions3,segment,CONTROL_NOT_PASSAGE
sub-SD011_ses-01_task-PassiveListen,trial-10:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
sub-SD011_ses-01_task-PassiveListen,trial-11:catalan-m01,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
sub-SD011_ses-01_task-PassiveListen,trial-21:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
sub-SD011_ses-01_task-PassiveListen,trial-22:catalan-f01,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
sub-SD011_ses-01_task-PassiveListen,trial-29:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
sub-SD011_ses-01_task-PassiveListen,trial-30:catalan-m02,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
sub-SD011_ses-01_task-PassiveListen,trial-39:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
sub-SD011_ses-01_task-PassiveListen,trial-40:catalan-f02,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
sub-SD011_ses-01_task-PassiveListen,trial-48:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
sub-SD011_ses-01_task-PassiveListen,trial-49:catalan-m03,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
sub-SD011_ses-01_task-PassiveListen,trial-60:pleasePressSpace,segment,CONTROL_NOT_PASSAGE
sub-SD011_ses-01_task-PassiveListen,trial-61:catalan-f03,segment,CATALAN_PLAYED_AUDIO_PROVENANCE_CONFLICT;AUDIO_TEMPLATE_DURATION
sub-SD012_ses-01_task-PassiveListen,LA6,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LA7,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LA8,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LA9,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LHH4,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LHH5,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LHH6,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LHH7,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LHH8,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LHT6,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LHT7,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LHT8,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LHT9,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,RHH1,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,RHH2,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,RHH3,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,RHH4,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,RHH5,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,RHH6,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,RHH8,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,RHH9,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,RHH10,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,Grid A1,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,Grid A2,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,Grid A6,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,Grid A7,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,Grid A11,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,Grid A12,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,Grid A15,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,Grid A16,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,Grid A17,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,Grid A18,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LPP1,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LPP2,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LPP3,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LPP4,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LST2,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LST3,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LST4,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,LST5,channel,OFFICIAL_BAD:epilepsy
sub-SD012_ses-01_task-PassiveListen,Fp1,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,F7,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,T3,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,T5,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,O1,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,F3,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,C3,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,P3,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,Fz,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,Cz,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,Pz,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,Fp2,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,F8,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,T4,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,T6,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,O2,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,F4,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,C4,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,P4,channel,OFFICIAL_BAD:noise
sub-SD012_ses-01_task-PassiveListen,EKG2,channel,NOT_NEURAL_CHANNEL
sub-SD012_ses-01_task-PassiveListen,EKG4,channel,NOT_NEURAL_CHANNEL
sub-SD012_ses-01_task-PassiveListen,C100,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD012_ses-01_task-PassiveListen,C101,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD012_ses-01_task-PassiveListen,C102,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD012_ses-01_task-PassiveListen,C103,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD012_ses-01_task-PassiveListen,C104,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD012_ses-01_task-PassiveListen,C105,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD012_ses-01_task-PassiveListen,C106,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD012_ses-01_task-PassiveListen,C107,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD012_ses-01_task-PassiveListen,C108,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD012_ses-01_task-PassiveListen,C109,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD012_ses-01_task-PassiveListen,C110,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD012_ses-01_task-PassiveListen,C111,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
sub-SD012_ses-01_task-PassiveListen,C112,channel,README_UNUSED_C_PREFIX;OFFICIAL_BAD:noise;NOT_NEURAL_CHANNEL
