variant,magnitude_ms,probe,metric,mean,std,n_seeds
parallel_multiscale,20.0,localization,localization_shift_recovery_mae_ms,19.99926249186198,0.0007147910409939234,3
parallel_multiscale,50.0,discrimination,discrimination_balanced_accuracy,0.5,0.0,3
parallel_multiscale,50.0,generalization,generalization_jitter_mae_ms,48.02713139851888,0.12716287386236597,3
parallel_multiscale,50.0,generalization,generalization_relative_jitter_error,0.960542639096578,0.0025432412187033127,3
parallel_multiscale,50.0,localization,localization_onset_mae_ms,91.7289555867513,2.5624588722416917,3
parallel_multiscale,50.0,localization,localization_shift_recovery_mae_ms,49.99991353352865,0.000881965377583231,3
rf_dilation_decoupled,10.0,discrimination,discrimination_balanced_accuracy,0.5041352307346296,0.023778272245967954,3
rf_dilation_decoupled,10.0,generalization,generalization_jitter_mae_ms,8.168460369110107,0.16347607599447214,3
rf_dilation_decoupled,10.0,generalization,generalization_relative_jitter_error,0.8168460528055826,0.01634760076948463,3
rf_dilation_decoupled,10.0,localization,localization_onset_mae_ms,87.97546641031902,2.9060247973993127,3
rf_dilation_decoupled,10.0,localization,localization_shift_recovery_mae_ms,10.020696004231771,0.041115877469429005,3
rf_dilation_decoupled,20.0,discrimination,discrimination_balanced_accuracy,0.4899369811456202,0.004046422413279665,3
rf_dilation_decoupled,20.0,generalization,generalization_jitter_mae_ms,18.172868092854817,0.16235190015556192,3
rf_dilation_decoupled,20.0,generalization,generalization_relative_jitter_error,0.9086434046427408,0.00811758568542986,3
rf_dilation_decoupled,20.0,localization,localization_onset_mae_ms,89.88592783610027,3.3059575036675573,3
rf_dilation_decoupled,20.0,localization,localization_shift_recovery_mae_ms,20.010623296101887,0.031060974624873436,3
rf_dilation_decoupled,50.0,discrimination,discrimination_balanced_accuracy,0.5112421851552287,0.017195537333641445,3
rf_dilation_decoupled,50.0,generalization,generalization_jitter_mae_ms,48.17178726196289,0.16205632119180738,3
rf_dilation_decoupled,50.0,generalization,generalization_relative_jitter_error,0.9634357492129008,0.00324111708917356,3
rf_dilation_decoupled,50.0,localization,localization_onset_mae_ms,99.25012461344402,4.2598974954227815,3
rf_dilation_decoupled,50.0,localization,localization_shift_recovery_mae_ms,50.059959411621094,0.1364697411134626,3
rf_stride_coupled,10.0,discrimination,discrimination_balanced_accuracy,0.4904363205136069,0.02677625230841734,3
rf_stride_coupled,10.0,generalization,generalization_jitter_mae_ms,8.165561358133951,0.07912107468365052,3
rf_stride_coupled,10.0,generalization,generalization_relative_jitter_error,0.8165561358133951,0.007912091909507212,3
rf_stride_coupled,10.0,localization,localization_onset_mae_ms,89.61113739013672,7.730837459165205,3
rf_stride_coupled,10.0,localization,localization_shift_recovery_mae_ms,10.114984512329102,0.34349377655011426,3
rf_stride_coupled,20.0,discrimination,discrimination_balanced_accuracy,0.49831300218950775,0.008980224071156838,3
rf_stride_coupled,20.0,generalization,generalization_jitter_mae_ms,18.175919850667317,0.06696492453274094,3
rf_stride_coupled,20.0,generalization,generalization_relative_jitter_error,0.9087959925333658,0.003348262025187544,3
rf_stride_coupled,20.0,localization,localization_onset_mae_ms,91.86727396647136,8.654697688947103,3
rf_stride_coupled,20.0,localization,localization_shift_recovery_mae_ms,20.002588907877605,0.012162476729115069,3
rf_stride_coupled,50.0,discrimination,discrimination_balanced_accuracy,0.49245349245349246,0.011818520783268036,3
rf_stride_coupled,50.0,generalization,generalization_jitter_mae_ms,48.16623560587565,0.07127497413527402,3
rf_stride_coupled,50.0,generalization,generalization_relative_jitter_error,0.9633247256278992,0.0014254960749455173,3
rf_stride_coupled,50.0,localization,localization_onset_mae_ms,101.66543579101562,12.299378655099718,3
rf_stride_coupled,50.0,localization,localization_shift_recovery_mae_ms,49.787821451822914,0.07312722176907578,3
uniform_local,10.0,discrimination,discrimination_balanced_accuracy,0.49727044102312457,0.014410380733379446,3
uniform_local,10.0,generalization,generalization_jitter_mae_ms,8.147086143493652,0.2864805731090827,3
uniform_local,10.0,generalization,generalization_relative_jitter_error,0.8147086103757223,0.028648072278291303,3
uniform_local,10.0,localization,localization_onset_mae_ms,86.35102081298828,1.6194960276344463,3
uniform_local,10.0,localization,localization_shift_recovery_mae_ms,10.015527725219727,0.020839899488193734,3
uniform_local,20.0,discrimination,discrimination_balanced_accuracy,0.49336994477517804,0.0086665567774502,3
uniform_local,20.0,generalization,generalization_jitter_mae_ms,18.151346842447918,0.2801345796942663,3
uniform_local,20.0,generalization,generalization_relative_jitter_error,0.9075673421223959,0.014006721768842196,3
uniform_local,20.0,localization,localization_onset_mae_ms,87.59687805175781,2.4666979270871114,3
uniform_local,20.0,localization,localization_shift_recovery_mae_ms,20.028785705566406,0.04661530777110335,3
uniform_local,50.0,discrimination,discrimination_balanced_accuracy,0.49781769346986743,0.00579547547813518,3
uniform_local,50.0,generalization,generalization_jitter_mae_ms,48.146096547444664,0.28596215618796855,3
uniform_local,50.0,generalization,generalization_relative_jitter_error,0.962921937306722,0.005719234290295013,3
uniform_local,50.0,localization,localization_onset_mae_ms,95.10357666015625,5.2131320757696615,3
uniform_local,50.0,localization,localization_shift_recovery_mae_ms,50.02694193522135,0.06367602980793577,3
