variant,seed,split,metric,value
parallel_multiscale,22,test_seen,rate_discrimination_balanced_accuracy,0.25
parallel_multiscale,22,test_seen,regular_vs_jitter_balanced_accuracy,0.5
parallel_multiscale,22,test_seen,omission_detection_balanced_accuracy,0.5
parallel_multiscale,22,test_seen,phase_shift_detection_balanced_accuracy,0.5
parallel_multiscale,22,test_seen,onset_timing_error_ms,85.05094909667969
parallel_multiscale,22,test_seen,rate_mae_hz,2.0195841789245605
parallel_multiscale,22,test_seen,jitter_magnitude_mae_ms,1.9375619888305664
parallel_multiscale,22,test_seen,phase_magnitude_mae_rad,0.5292345881462097
parallel_multiscale,22,test_unseen,unseen_rate_mae_hz,2.022961378097534
parallel_multiscale,22,test_unseen,unseen_jitter_mae_ms,2.5128889083862305
parallel_multiscale,22,test_unseen,unseen_phase_magnitude_mae_rad,0.7362127304077148
parallel_multiscale,22,test_unseen,regular_vs_jitter_balanced_accuracy,0.5
parallel_multiscale,22,test_unseen,omission_detection_balanced_accuracy,0.5
parallel_multiscale,22,test_unseen,phase_shift_detection_balanced_accuracy,0.5
parallel_multiscale,22,test_unseen,onset_timing_error_ms,78.55845642089844
parallel_multiscale,22,test_unseen,rate_mae_hz,2.022961378097534
parallel_multiscale,22,test_unseen,jitter_magnitude_mae_ms,2.5128889083862305
parallel_multiscale,22,test_unseen,phase_magnitude_mae_rad,0.7362127304077148
parallel_multiscale,33,test_seen,rate_discrimination_balanced_accuracy,0.25
parallel_multiscale,33,test_seen,regular_vs_jitter_balanced_accuracy,0.5
parallel_multiscale,33,test_seen,omission_detection_balanced_accuracy,0.5
parallel_multiscale,33,test_seen,phase_shift_detection_balanced_accuracy,0.5
parallel_multiscale,33,test_seen,onset_timing_error_ms,85.01324462890625
parallel_multiscale,33,test_seen,rate_mae_hz,2.0195658206939697
parallel_multiscale,33,test_seen,jitter_magnitude_mae_ms,1.971171259880066
parallel_multiscale,33,test_seen,phase_magnitude_mae_rad,0.5338022708892822
parallel_multiscale,33,test_unseen,unseen_rate_mae_hz,2.0230472087860107
parallel_multiscale,33,test_unseen,unseen_jitter_mae_ms,2.503755569458008
parallel_multiscale,33,test_unseen,unseen_phase_magnitude_mae_rad,0.7321896553039551
parallel_multiscale,33,test_unseen,regular_vs_jitter_balanced_accuracy,0.5
parallel_multiscale,33,test_unseen,omission_detection_balanced_accuracy,0.5
parallel_multiscale,33,test_unseen,phase_shift_detection_balanced_accuracy,0.5
parallel_multiscale,33,test_unseen,onset_timing_error_ms,78.39918518066406
parallel_multiscale,33,test_unseen,rate_mae_hz,2.0230472087860107
parallel_multiscale,33,test_unseen,jitter_magnitude_mae_ms,2.503755569458008
parallel_multiscale,33,test_unseen,phase_magnitude_mae_rad,0.7321896553039551
rf_stride_coupled,11,test_seen,rate_discrimination_balanced_accuracy,0.23626470588235296
rf_stride_coupled,11,test_seen,regular_vs_jitter_balanced_accuracy,0.4940108339055467
rf_stride_coupled,11,test_seen,omission_detection_balanced_accuracy,0.5
rf_stride_coupled,11,test_seen,phase_shift_detection_balanced_accuracy,0.5
rf_stride_coupled,11,test_seen,onset_timing_error_ms,84.68853759765625
rf_stride_coupled,11,test_seen,rate_mae_hz,2.0119681358337402
rf_stride_coupled,11,test_seen,jitter_magnitude_mae_ms,1.947625994682312
rf_stride_coupled,11,test_seen,phase_magnitude_mae_rad,0.5186372399330139
rf_stride_coupled,11,test_unseen,unseen_rate_mae_hz,2.0267436504364014
rf_stride_coupled,11,test_unseen,unseen_jitter_mae_ms,2.532771587371826
rf_stride_coupled,11,test_unseen,unseen_phase_magnitude_mae_rad,0.7722868919372559
rf_stride_coupled,11,test_unseen,regular_vs_jitter_balanced_accuracy,0.496956281128943
rf_stride_coupled,11,test_unseen,omission_detection_balanced_accuracy,0.49788507642738256
rf_stride_coupled,11,test_unseen,phase_shift_detection_balanced_accuracy,0.5
rf_stride_coupled,11,test_unseen,onset_timing_error_ms,77.74227905273438
rf_stride_coupled,11,test_unseen,rate_mae_hz,2.0267436504364014
rf_stride_coupled,11,test_unseen,jitter_magnitude_mae_ms,2.532771587371826
rf_stride_coupled,11,test_unseen,phase_magnitude_mae_rad,0.7722868919372559
rf_stride_coupled,22,test_seen,rate_discrimination_balanced_accuracy,0.2756470588235294
rf_stride_coupled,22,test_seen,regular_vs_jitter_balanced_accuracy,0.5
rf_stride_coupled,22,test_seen,omission_detection_balanced_accuracy,0.4798580910963607
rf_stride_coupled,22,test_seen,phase_shift_detection_balanced_accuracy,0.5
rf_stride_coupled,22,test_seen,onset_timing_error_ms,84.64889526367188
rf_stride_coupled,22,test_seen,rate_mae_hz,2.0042080879211426
rf_stride_coupled,22,test_seen,jitter_magnitude_mae_ms,1.936570644378662
rf_stride_coupled,22,test_seen,phase_magnitude_mae_rad,0.5270360708236694
rf_stride_coupled,22,test_unseen,unseen_rate_mae_hz,2.080465793609619
rf_stride_coupled,22,test_unseen,unseen_jitter_mae_ms,2.530695915222168
rf_stride_coupled,22,test_unseen,unseen_phase_magnitude_mae_rad,0.7783845663070679
rf_stride_coupled,22,test_unseen,regular_vs_jitter_balanced_accuracy,0.5
rf_stride_coupled,22,test_unseen,omission_detection_balanced_accuracy,0.466550613098783
rf_stride_coupled,22,test_unseen,phase_shift_detection_balanced_accuracy,0.5
rf_stride_coupled,22,test_unseen,onset_timing_error_ms,77.32777404785156
rf_stride_coupled,22,test_unseen,rate_mae_hz,2.080465793609619
rf_stride_coupled,22,test_unseen,jitter_magnitude_mae_ms,2.530695915222168
rf_stride_coupled,22,test_unseen,phase_magnitude_mae_rad,0.7783845663070679
rf_stride_coupled,33,test_seen,rate_discrimination_balanced_accuracy,0.3860882352941176
rf_stride_coupled,33,test_seen,regular_vs_jitter_balanced_accuracy,0.4901731898985275
rf_stride_coupled,33,test_seen,omission_detection_balanced_accuracy,0.5
rf_stride_coupled,33,test_seen,phase_shift_detection_balanced_accuracy,0.5
rf_stride_coupled,33,test_seen,onset_timing_error_ms,95.29399108886719
rf_stride_coupled,33,test_seen,rate_mae_hz,1.7024328708648682
rf_stride_coupled,33,test_seen,jitter_magnitude_mae_ms,2.0293898582458496
rf_stride_coupled,33,test_seen,phase_magnitude_mae_rad,0.5625383257865906
rf_stride_coupled,33,test_unseen,unseen_rate_mae_hz,1.962756633758545
rf_stride_coupled,33,test_unseen,unseen_jitter_mae_ms,2.5379092693328857
rf_stride_coupled,33,test_unseen,unseen_phase_magnitude_mae_rad,0.7118284702301025
rf_stride_coupled,33,test_unseen,regular_vs_jitter_balanced_accuracy,0.532389473036955
